E8D01,A,Why are received spread spectrum signals resistant to interference?,Signals not using the spread spectrum algorithm are suppressed in the receiver,The high power used by a spread spectrum transmitter keeps its signal from being easily overpowered,Built-in error correction codes minimize interference,"If the receiver detects interference, it will signal the transmitter to change frequencies"
T6D05,A,What type of circuit controls the amount of voltage from a power supply?,Regulator,Oscillator,Filter,Phase inverter
E5D11,B,How much real power is consumed in a circuit consisting of a 100-ohm resistor in series with a 100-ohm inductive reactance drawing 1 ampere?,70.7 watts,100 watts,141.4 watts,200 watts
T1A08,B,Who recommends transmit/receive channels for repeater and auxiliary stations?,A Frequency Spectrum Manager appointed by the FCC,A Volunteer Frequency Coordinator recognized by local amateurs,An FCC Regional Field Office,The International Telecommunication Union
T0A10,A,What hazard exists when rapidly charging or discharging an unprotected battery?,Overheating or out-gassing,Excess output ripple,Electric shock,Overvoltage
T2A08,D,What is the meaning of the procedural signal “CQ”?,A shortened form of the term “Contest QSO”,"“Communication Quality,” used to indicate transmitted audio clarity",Only the called station should transmit,Calling any station
G1E07,D,In what part of the 2.4 GHz band may an amateur station communicate with non-licensed Wi-Fi stations?,Anywhere in the band,Channels 1 through 4,Channels 42 through 45,No part
G2C03,C,What does it mean when a CW operator sends “KN” at the end of a transmission?,No US stations should call,Operating full break-in,Listening only for a specific station or stations,Closing station now
E9F12,D,What impedance does a 1/4-wavelength transmission line present to an RF generator when the line is open at the far end?,The same as the characteristic impedance of the line,The same as the input impedance to the generator,Very high impedance,Very low impedance
E3C06,A,How does the VHF/UHF radio horizon compare to the geographic horizon?,It is approximately 15 percent farther,It is approximately 20 percent nearer,It is approximately 50 percent farther,They are approximately the same
E2E03,B,"To what does the ""4"" in FT4 refer?",Multiples of 4 bits of user information,Four-tone continuous-phase frequency shift keying,Four transmit/receive cycles per minute,All these choices are correct
T7C07,C,What happens to power lost in a feed line?,It increases the SWR,It is radiated as harmonics,It is converted into heat,It distorts the signal
T1C10,C,How soon after passing the examination for your first amateur radio license may you transmit on the amateur radio bands?,Immediately on receiving your Certificate of Successful Completion of Examination (CSCE),As soon as your operator/station license grant appears on the ARRL website,As soon as your operator/station license grant appears in the FCC’s license database,As soon as you receive your license in the mail from the FCC
G6B12,C,Which of these connector types is commonly used for low frequency or dc signal connections to a transceiver?,PL-259,BNC,RCA Phono,Type N
T2B09,A,Why are simplex channels designated in the VHF/UHF band plans?,So stations within range of each other can communicate without tying up a repeater,For contest operation,For working DX only,So stations with simple transmitters can access the repeater without automated offset
E6D02,A,What is the equivalent circuit of a quartz crystal?,Series RLC in parallel with a shunt C representing electrode and stray capacitance,"Parallel RLC, where C is the parallel combination of resonance capacitance of the crystal and electrode and stray capacitance","Series RLC, where C is the parallel combination of resonance capacitance of the crystal and electrode and stray capacitance","Parallel RLC, where C is the series combination of resonance capacitance of the crystal and electrode and stray capacitance"
G9B10,D,What is the approximate length for a 1/2 wave dipole antenna cut for 14.250 MHz?,8 feet,16 feet,24 feet,33 feet
T2C12,B,Which of the following requires certification by a civil defense agency?,ARES,RACES,MARS,SKYWARN
E5B11,B,"What is the phase angle between the voltage across and the current through a series RLC circuit if XC is 25 ohms, R is 100 ohms, and XL is 75 ohms?",27 degrees with the voltage lagging the current,27 degrees with the voltage leading the current,63 degrees with the voltage lagging the current,63 degrees with the voltage leading the current
G9A06,D,In what units is RF feed line loss usually expressed?,"Ohms per 1,000 feet","Decibels per 1,000 feet",Ohms per 100 feet,Decibels per 100 feet
T0A02,D,What health hazard is posed by electrical current flowing through the body?,It may cause injury by heating body tissue,It may disrupt the electrical functions of cells,It may cause involuntary muscle contractions,All these choices are correct
E9D06,B,What happens to SWR bandwidth when one or more loading coils are used to resonate an electrically short antenna?,It is increased,It is decreased,It is unchanged if the loading coil is located at the feed point,It is unchanged if the loading coil is located at a voltage maximum point
E4C02,A,Which of the following receiver circuits can be effective in eliminating interference from strong out-of-band signals?,A front-end filter or preselector,A narrow IF filter,A notch filter,A properly adjusted product detector
T0B08,D,Which is a proper grounding method for a tower?,"A single four-foot ground rod, driven into the ground no more than 12 inches from the base",A ferrite-core RF choke connected between the tower and ground,A connection between the tower base and a cold-water pipe,"Separate eight-foot ground rods for each tower leg, bonded to the tower and each other"
G9D06,A,Which of the following is an advantage of a log-periodic antenna?,Wide bandwidth,Higher gain per element than a Yagi antenna,Harmonic suppression,Polarization diversity
E7D03,A,What device is used as a stable voltage reference?,A Zener diode,A digital-to-analog converter,An SCR,An analog-to-digital converter
E9H08,A,What is the function of a sense antenna?,It modifies the pattern of a DF antenna to provide a null in only one direction,It increases the sensitivity of a DF antenna array,It allows DF antennas to receive signals at different vertical angles,It provides diversity reception that cancels multipath signals
G8B13,C,Which of the following is an odd-order intermodulation product of frequencies F1 and F2?,5F1-3F2,3F1-F2,2F1-F2,All these choices are correct
E8B04,B,What is the modulation index of an FM phone signal having a maximum carrier deviation of plus or minus 6 kHz if the highest modulating frequency  is 2 kHz?,0.3,3,0.6,6
G2B01,C,Which of the following is true concerning access to frequencies?,Nets have priority,QSOs in progress have priority,"Except during emergencies, no amateur station has priority access to any frequency",Contest operations should yield to non-contest use of frequencies
E2B01,A,"In digital television, what does a coding rate of 3/4 mean?",25% of the data sent is forward error correction data,Data compression reduces data rate by 3/4,1/4 of the time interval is used as a guard interval,"Three, four-bit words are used to transmit each pixel"
E3B10,A,What is the effect of chordal-hop propagation?,"The signal experiences less loss compared to multi-hop propagation, which uses Earth as a reflector",The MUF for chordal-hop propagation is much lower than for normal skip propagation,Atmospheric noise is reduced in the direction of chordal-hop propagation,Signals travel faster along ionospheric chords
E6A01,C,In what application is gallium arsenide used as a semiconductor material?,In high-current rectifier circuits,In high-power audio circuits,In microwave circuits,In very low-frequency RF circuits
T5D08,C,What is the current through a 100-ohm resistor connected across 200 volts?,"20,000 amperes",0.5 amperes,2 amperes,100 amperes
E9H11,B,What feature of a cardioid pattern antenna makes it useful for direction-finding antennas?,A very sharp peak,A single null,Broadband response,High radiation angle
E6E06,D,What characteristics of MMICs make them a popular choice for VHF through microwave circuits?,"The ability to retrieve information from a single signal, even in the presence of other strong signals",Extremely high Q factor and high stability over a wide temperature range,"Nearly infinite gain, very high input impedance, and very low output impedance","Controlled gain, low noise figure, and constant input and output impedance over the specified frequency range"
T6D06,B,What component changes 120 V AC power to a lower AC voltage for other uses?,Variable capacitor,Transformer,Transistor,Diode
G4A06,C,What is the purpose of an antenna tuner?,Reduce the SWR in the feed line to the antenna,Reduce the power dissipation in the feedline to the antenna,Increase power transfer from the transmitter to the feed line,All these choices are correct
G6A10,A,Which element of a vacuum tube regulates the flow of electrons between cathode and plate?,Control grid,Suppressor grid,Screen grid,Trigger electrode
E5B07,C,"What is the phase angle between the voltage across and the current through a series RLC circuit if XC is 500 ohms, R is 1 kilohm, and XL is 250 ohms?",68.2 degrees with the voltage leading the current,14.0 degrees with the voltage leading the current,14.0 degrees with the voltage lagging the current,68.2 degrees with the voltage lagging the current
E4E13,C,Where should a station AC surge protector be installed?,At the AC service panel,At an AC outlet,On the single point ground panel,On a ground rod outside the station
E8B11,B,What is digital time division multiplexing?,Two or more data streams are assigned to discrete sub-carriers on an FM transmitter,Two or more signals are arranged to share discrete time slots of a data transmission,Two or more data streams share the same channel by transmitting time of transmission as the sub-carrier,Two or more signals are quadrature modulated to increase bandwidth efficiency
E6F11,A,What is the approximate open-circuit voltage produced by a fully illuminated silicon photovoltaic cell?,0.5 volts,0.7 volts,1.1 volts,1.5 volts
T3B08,B,What frequency range is referred to as VHF?,30 kHz to 300 kHz,30 MHz to 300 MHz,300 kHz to 3000 kHz,300 MHz to 3000 MHz
G4E06,C,What is one disadvantage of using a shortened mobile antenna as opposed to a full-size antenna?,Short antennas are more likely to cause distortion of transmitted signals,Q of the antenna will be very low,Operating bandwidth may be very limited,Harmonic radiation may increase
E7A10,B,What is a truth table?,A list of inputs and corresponding outputs for an op-amp,A list of inputs and corresponding outputs for a digital device,A diagram showing logic states when the digital gate output is true,A table of logic symbols that indicate the logic states of an op-amp
E7H05,D,How is positive feedback supplied in a Pierce oscillator?,Through a tapped coil,Through link coupling,Through a neutralizing capacitor,Through a quartz crystal
G7A02,C,Which of the following components are used in a power supply filter network?,Diodes,Transformers and transducers,Capacitors and inductors,All these choices are correct
G4D03,D,What is the effect of an incorrectly adjusted speech processor?,Distorted speech,Excess intermodulation products,Excessive background noise,All these choices are correct
E1D05,D,What must be posted at the location of a station being operated by telecommand on or within 50 kilometers of the Earth’s surface?,A photocopy of the station license,"A label with the name, address, and telephone number of the station licensee","A label with the name, address, and telephone number of the control operator",All these choices are correct
G8B08,B,Why is it important to know the duty cycle of the mode you are using when transmitting?,To aid in tuning your transmitter,Some modes have high duty cycles that could exceed the transmitter’s average power rating,To allow time for the other station to break in during a transmission,To prevent overmodulation
E5A08,C,What is the phase relationship between the current through and the voltage across a series resonant circuit at resonance?,The voltage leads the current by 90 degrees,The current leads the voltage by 90 degrees,The voltage and current are in phase,The voltage and current are 180 degrees out of phase
T8B02,B,What is the impact of using excessive effective radiated power on a satellite uplink?,Possibility of commanding the satellite to an improper mode,Blocking access by other users,Overloading the satellite batteries,Possibility of rebooting the satellite control computer
E9A11,C,Which of the following determines ground losses for a ground-mounted vertical antenna operating on HF?,The standing wave ratio,Distance from the transmitter,Soil conductivity,Take-off angle
G1C01,A,What is the maximum transmitter power an amateur station may use on 10.140 MHz?,200 watts PEP output,1000 watts PEP output,1500 watts PEP output,2000 watts PEP output
T8A03,C,Which type of voice mode is often used for long-distance (weak signal) contacts on the VHF and UHF bands?,FM,DRM,SSB,PM
G3B08,B,What does MUF stand for?,The Minimum Usable Frequency for communications between two points,The Maximum Usable Frequency for communications between two points,The Minimum Usable Frequency during a 24-hour period,The Maximum Usable Frequency during a 24-hour period
E3C11,C,What does VOACAP software model?,AC voltage and impedance,VHF radio propagation,HF propagation,AC current and impedance
E4D04,B,Which of the following is used to reduce or eliminate intermodulation interference in a repeater caused by a nearby transmitter?,A band-pass filter in the feed line between the transmitter and receiver,A properly terminated circulator at the output of the repeater’s transmitter,Utilizing a Class C final amplifier,Utilizing a Class D final amplifier
E1B05,C,What is the National Radio Quiet Zone?,"An area surrounding the FCC monitoring station in Laurel, Maryland",An area in New Mexico surrounding the White Sands Test Area,An area surrounding the National Radio Astronomy Observatory,An area in Florida surrounding Cape Canaveral
T2B14,B,Which of the following is a “talkgroup”?,A group of amateur radio operators who share email on a specific amateur radio topic,An identifier used by DMR to organize radio traffic so that those who want to hear the group aren’t bothered by other radio traffic,The members of a net organized for amateur radio operators with a specific common interest,A method of automatically alerting all group members to the frequency where any member is transmitting
G9D05,D,What is an advantage of vertically stacking horizontally polarized Yagi antennas?,It allows quick selection of vertical or horizontal polarization,It allows simultaneous vertical and horizontal polarization,It narrows the main lobe in azimuth,It narrows the main lobe in elevation
E7H13,D,Which of the following is a technique for providing highly accurate and stable oscillators needed for microwave transmission and reception?,Use a GPS signal reference,Use a rubidium stabilized reference oscillator,Use a temperature-controlled high Q dielectric resonator,All these choices are correct
E4D01,A,What is meant by the blocking dynamic range of a receiver?,The difference in dB between the noise floor and the level of an incoming signal that will cause 1 dB of gain compression,The minimum difference in dB between the levels of two FM signals that will cause one signal to block the other,The difference in dB between the noise floor and the third-order intercept point,The minimum difference in dB between two signals which produce third-order intermodulation products greater than the noise floor
E7E10,A,How does a diode envelope detector function?,By rectification and filtering of RF signals,By breakdown of the Zener voltage,By mixing signals with noise in the transition region of the diode,By sensing the change of reactance in the diode with respect to frequency
E9B11,C,What is a disadvantage of decreasing the number of wire segments in an antenna model below 10 segments per half-wavelength?,Ground conductivity will not be accurately modeled,The resulting design will favor radiation of harmonic energy,The computed feed point impedance may be incorrect,The antenna will become mechanically unstable
T9B11,C,Which of the following types of feed line has the lowest loss?,50-ohm flexible coax,Multi-conductor unbalanced cable,Air-insulated hardline,75-ohm flexible coax
E1F07,D,When may an amateur station send a message to a business?,When the pecuniary interest of the amateur or his or her employer is less than $25,When the pecuniary interest of the amateur or his or her employer is less than $50,At no time,When neither the amateur nor their employer has a pecuniary interest in the communications
T9A08,C,Why is a 19-inch-long vertical antenna often used on 2 meters?,It has high gain,It is a resonant half-wave,It is a resonant quarter-wave,It has low RF radiation exposure
T1A04,A,How do you receive official notification of your new license and call sign after passing the exam?,Email from the FCC with a link to download the license grant,USPS First-Class Mail from the FCC,Email from the lead volunteer examiner,USPS First-Class Mail from the lead volunteer examiner
G0A09,B,What type of instrument can be used to accurately measure an RF field strength?,A receiver with digital signal processing (DSP) noise reduction,A calibrated field strength meter with a calibrated antenna,An SWR meter with a peak-reading function,An oscilloscope with a high-stability crystal marker generator
G8C04,C,Which of the following describes Baudot code?,"A 7-bit code with start, stop, and parity bits",A code using error detection and correction,A 5-bit code with additional start and stop bits,A code using SELCAL and LISTEN
E5D08,D,What is the primary cause of loss in film capacitors at RF?,Inductance,Dielectric loss,Self-discharge,Skin effect
G7C04,D,How is a product detector used?,Used in test gear to detect spurious mixing products,Used in a transmitter to perform frequency multiplication,Used in an FM receiver to filter out unwanted sidebands,Used in a single sideband receiver to extract the modulated signal
T1A10,C,"Besides an FCC-issued amateur operator license, what is required to be the control operator of a Radio Amateur Civil Emergency Service (RACES) Station?",A written recommendation by the local ARRL Emergency Coordinator,Membership in the Amateur Radio Emergency Service (ARES),Certification of current enrollment by a civil defense organization,Nothing
E3B08,C,How does the maximum range of ground-wave propagation change when the signal frequency is increased?,It stays the same,It increases,It decreases,It peaks at roughly 8 MHz
E6E12,C,Why are DIP through-hole package ICs not typically used at UHF and higher frequencies?,Excessive dielectric loss,Epoxy coating is conductive above 300 MHz,Excessive lead length,Unsuitable for combining analog and digital signals
E5D05,C,What parasitic characteristic causes electrolytic capacitors to be unsuitable for use at RF?,Skin effect,Shunt capacitance,Inductance,Dielectric leakage
G5A11,B,What letter is used to represent reactance?,Z,X,B,Y
G9D09,A,What is the primary use of a Beverage antenna?,Directional receiving for MF and low HF bands,Directional transmitting for low HF bands,Portable direction finding at higher HF frequencies,Portable direction finding at lower HF frequencies
E5A01,A,What can cause the voltage across reactances in a series RLC circuit to be higher than the voltage applied to the entire circuit?,Resonance,Capacitance,Low quality factor (Q),Resistance
G2C09,C,What does the Q signal “QSL” mean?,Send slower,We have already confirmed the contact,I have received and understood,We have worked before
T2B11,B,Which Q signal indicates that you are changing frequency?,QRU,QSY,QSL,QRZ
T8C03,D,What operating activity involves contacting as many stations as possible during a specified period?,Simulated emergency exercises,Net operations,Hidden transmitter hunts,Contesting
E3B09,A,At what time of year is sporadic-E propagation most likely to occur?,"Around the solstices, especially the summer solstice","Around the solstices, especially the winter solstice","Around the equinoxes, especially the spring equinox","Around the equinoxes, especially the fall equinox"
E4D03,B,What creates intermodulation interference between two repeaters in close proximity?,The output signals cause feedback in the final amplifier of one or both transmitters,The output signals mix in the final amplifier of one or both transmitters,The input frequencies are harmonically related,The output frequencies are harmonically related
E7B08,B,Why are switching amplifiers more efficient than linear amplifiers?,Switching amplifiers operate at higher voltages,The switching device is at saturation or cutoff most of the time,Linear amplifiers have high gain resulting in higher harmonic content,Switching amplifiers use push-pull circuits
E4B02,A,What is the significance of voltmeter sensitivity expressed in ohms per volt?,The full scale reading of the voltmeter multiplied by its ohms per volt rating is the input impedance of the voltmeter,The reading in volts multiplied by the ohms per volt rating will determine the power drawn by the device under test,The reading in ohms divided by the ohms per volt rating will determine the voltage applied to the circuit,The full scale reading in amps divided by ohms per volt rating will determine the size of shunt needed
G3C07,D,What makes HF scatter signals often sound distorted?,The ionospheric region involved is unstable,Ground waves are absorbing much of the signal,The E region is not present,Energy is scattered into the skip zone through several different paths
G9A09,A,What standing wave ratio results from connecting a 50-ohm feed line to a 200-ohm resistive load?,4:1,1:4,2:1,1:2
G4D10,A,How close to the lower edge of a band’s phone segment should your displayed carrier frequency be when using 3 kHz wide LSB?,At least 3 kHz above the edge of the segment,At least 3 kHz below the edge of the segment,At least 1 kHz below the edge of the segment,At least 1 kHz above the edge of the segment
E1C03,B,How long must an operator wait after filing a notification with the Utilities Technology Council (UTC) before operating on the 2200-meter or 630-meter band?,Operators must not operate until approval is received,"Operators may operate after 30 days, providing they have not been told that their station is within 1 kilometer of PLC systems using those frequencies",Operators may not operate until a test signal has been transmitted in coordination with the local power company,"Operations may commence immediately, and may continue unless interference is reported by the UTC"
T3A01,C,Why do VHF signal strengths sometimes vary greatly when the antenna is moved only a few feet?,The signal path encounters different concentrations of water vapor,VHF ionospheric propagation is very sensitive to path length,Multipath propagation cancels or reinforces signals,The Doppler effect causes slight frequency shifts which result in changes in signal strength
G5B06,B,What is the PEP produced by 200 volts peak-to-peak across a 50-ohm dummy load?,1.4 watts,100 watts,353.5 watts,400 watts
E4A10,D,Which trigger mode is most effective when using an oscilloscope to measure a linear power supply’s output ripple?,Single-shot,Edge,Level,Line
T5D07,D,What is the current in a circuit with an applied voltage of 120 volts and a resistance of 80 ohms?,9600 amperes,200 amperes,0.667 amperes,1.5 amperes
G2D08,D,Why do many amateurs keep a station log?,The FCC requires a log of all international contacts,The FCC requires a log of all international third-party traffic,The log provides evidence of operation needed to renew a license without retest,To help with a reply if the FCC requests information about your station
T8C11,A,What is an amateur radio station that connects other amateur stations to the internet?,A gateway,A repeater,A digipeater,A beacon
T1B02,B,Which of the following U.S. amateur radio operators are allowed to contact the International Space Station (ISS) on VHF bands?,Only amateurs with a General class or higher license,Any amateur with a Technician class or higher license,"Only amateurs with a General class or higher license, and NASA approval","Any amateurs with a Technician class or higher license, and NASA approval"
G1D08,B,Which of the following criteria must be met for a non-US citizen to be an accredited Volunteer Examiner?,The person must be a resident of the US for a minimum of 5 years,The person must hold an FCC granted amateur radio license of General class or above,The person’s home citizenship must be in ITU region 2,None of these choices is correct; a non-US citizen cannot be a Volunteer Examiner
E2C06,C,"During a VHF/UHF contest, in which band segment would you expect to find the highest level of SSB or CW activity?","At the top of each band, usually in a segment reserved for contests","In the middle of each band, usually on the national calling frequency","In the weak signal segment of the band, with most of the activity near the calling frequency","In the middle of the band, usually 25 kHz above the national calling frequency"
G0A11,C,What precaution should be taken if you install an indoor transmitting antenna?,Locate the antenna close to your operating position to minimize feed-line radiation,Position the antenna along the edge of a wall to reduce parasitic radiation,Make sure that MPE limits are not exceeded in occupied areas,Make sure the antenna is properly shielded
T5A08,B,Which of the following is a good electrical insulator?,Sea water,Glass,Stainless steel,Graphite
E5C02,C,How are impedances described in polar coordinates?,By X and R values,By real and imaginary parts,By magnitude and phase angle,By Y and G values
E9C12,C,Which of the following describes an extended double Zepp antenna?,An end-fed full-wave dipole antenna,A center-fed 1.5-wavelength dipole antenna,A center-fed 1.25-wavelength dipole antenna,An end-fed 2-wavelength dipole antenna
G5B07,C,What value of an AC signal produces the same power dissipation in a resistor as a DC voltage of the same value?,The peak-to-peak value,The peak value,The RMS value,The reciprocal of the RMS value
T8A12,B,Which of the following is a disadvantage of FM compared with single sideband?,Voice quality is poorer,Only one signal can be received at a time,FM signals are harder to tune,FM signals are more susceptible to high SWR
E9A07,B,"What is the effective isotropic radiated power (EIRP) of a repeater station with 200 watts transmitter power output, 2 dB feed line loss, 2.8 dB duplexer loss, 1.2 dB circulator loss, and 7 dBi antenna gain?",159 watts,252 watts,632 watts,63.2 watts
G1D05,A,"When operating a US station by remote control from outside the country, what license is required of the control operator?",A US operator/primary station license,Only an appropriate US operator/primary license and a special remote station permit from the FCC,"Only a license from the foreign country, as long as the call sign includes identification of portable operation in the US",A license from the foreign country and a special remote station permit from the FCC
E4E14,D,What is the purpose of a single point ground panel?,Remove AC power in case of a short-circuit,Prevent common-mode transients in multi-wire systems,Eliminate air gaps between protected and non-protected circuits,Ensure all lightning protectors activate at the same time
T8D04,C,"What is meant by the term ""NTSC?""",A digital transmission standard for encrypting data,A special mode for satellite uplink,An analog fast-scan color TV signal,A frame compression scheme for TV signals
T0C13,B,Who is responsible for ensuring that no person is exposed to RF energy above the FCC exposure limits?,The FCC,The station licensee,Anyone who is near an antenna,The local zoning board
E7F10,A,What aspect of receiver analog-to-digital conversion determines the maximum receive bandwidth of a direct-sampling software defined radio (SDR)?,Sample rate,Sample width in bits,Integral non-linearity,Differential non-linearity
E9H05,A,What challenge is presented by a small wire-loop antenna for direction finding?,It has a bidirectional null pattern,It does not have a clearly defined null,It is practical for use only on VHF and higher bands,All these choices are correct
T3B10,C,What frequency range is referred to as HF?,300 to 3000 MHz,30 to 300 MHz,3 to 30 MHz,300 to 3000 kHz
E1D06,A,What is the maximum permitted transmitter output power when operating a model craft by telecommand?,1 watt,2 watts,5 watts,100 watts
E8B05,D,What is the deviation ratio of an FM phone signal having a maximum frequency swing of plus or minus 5 kHz if the highest modulation frequency is 3 kHz?,6,0.167,0.6,1.67
G0B01,A,Which wire or wires in a four-conductor 240 VAC circuit should be attached to fuses or circuit breakers?,Only the hot wires,Only the neutral wire,Only the ground wire,All wires
E7A02,A,What is the function of a decade counter?,It produces one output pulse for every 10 input pulses,It decodes a decimal number for display on a seven-segment LED display,It produces 10 output pulses for every input pulse,It decodes a binary number for display on a seven-segment LED display
G1D11,D,What action is required to obtain a new General class license after a previously held license has expired and the two-year grace period has passed?,They must have a letter from the FCC showing they once held an amateur or commercial license,There are no requirements other than being able to show a copy of the expired license,Contact the FCC to have the license reinstated,The applicant must show proof of the appropriate expired license grant and pass the current Element 2 exam
T6D11,A,Which of the following is a resonant or tuned circuit?,An inductor and a capacitor in series or parallel,A linear voltage regulator,A resistor circuit used for reducing standing wave ratio,A circuit designed to provide high-fidelity audio
E8A03,B,Which of the following describes a signal in the time domain?,Power at intervals of phase,Amplitude at different times,Frequency at different times,Discrete impulses in time order
E4B05,B,What three test loads are used to calibrate an RF vector network analyzer?,"50 ohms, 75 ohms, and 90 ohms","Short circuit, open circuit, and 50 ohms","Short circuit, open circuit, and resonant circuit","50 ohms through 1/8 wavelength, 1/4 wavelength, and 1/2 wavelength of coaxial cable"
G4A10,B,What is the function of an electronic keyer?,Automatic transmit/receive switching,Automatic generation of dots and dashes for CW operation,To allow time for switching the antenna from the receiver to the transmitter,Computer interface for PSK and RTTY operation
E9D08,B,What happens as the Q of an antenna increases?,SWR bandwidth increases,SWR bandwidth decreases,Gain is reduced,More common-mode current is present on the feed line
E9G05,A,Which of the following is a common use for a Smith chart?,Determine the length and position of an impedance matching stub,"Determine the impedance of a transmission line, given the physical dimensions",Determine the gain of an antenna given the physical and electrical parameters,"Determine the loss/100 feet of a transmission line, given the velocity factor and conductor materials"
E7A11,B,What does “positive logic” mean in reference to logic devices?,The logic devices have high noise immunity,"High voltage represents a 1, low voltage a 0",The logic circuit is in the “true” condition,1s and 0s are defined as different positive voltage levels
G0B06,C,Which of the following is covered by the National Electrical Code?,Acceptable bandwidth limits,Acceptable modulation limits,Electrical safety of the station,RF exposure limits of the human body
G1D03,C,On which of the following band segments may you operate if you are a Technician class operator and have an unexpired Certificate of Successful Completion of Examination (CSCE) for General class privileges?,Only the Technician band segments until your upgrade is posted in the FCC database,Only on the Technician band segments until you have a receipt for the FCC application fee payment,On any General or Technician class band segment,On any General or Technician class band segment except 30 meters and 60 meters
E6B01,B,What is the most useful characteristic of a Zener diode?,A constant current drop under conditions of varying voltage,A constant voltage drop under conditions of varying current,A negative resistance region,An internal capacitance that varies with the applied voltage
G4B04,D,What signal source is connected to the vertical input of an oscilloscope when checking the RF envelope pattern of a transmitted signal?,The local oscillator of the transmitter,An external RF oscillator,The transmitter balanced mixer output,The attenuated RF output of the transmitter
E2A09,A,What do the terms “L band” and “S band” specify?,The 23- and 13-centimeter bands,The 2-meter and 70-centimeter bands,FM and digital store-and-forward systems,Which sideband to use
G1E10,A,"Why should an amateur operator normally avoid transmitting on 14.100, 18.110, 21.150, 24.930 and 28.200 MHz?",A system of propagation beacon stations operates on those frequencies,A system of automatic digital stations operates on those frequencies,These frequencies are set aside for emergency operations,These frequencies are set aside for bulletins from the FCC
E1D02,B,Which of the following may transmit encrypted messages?,Telecommand signals to terrestrial repeaters,Telecommand signals from a space telecommand station,Auxiliary relay links carrying repeater audio,Mesh network backbone nodes
E8B01,A,What is the modulation index of an FM signal?,The ratio of frequency deviation to modulating signal frequency,The ratio of modulating signal amplitude to frequency deviation,The modulating signal frequency divided by the bandwidth of the transmitted signal,The bandwidth of the transmitted signal divided by the modulating signal frequency
T5D11,B,What is the voltage across a 10-ohm resistor if a current of 1 ampere flows through it?,1 volt,10 volts,11 volts,9 volts
E9F10,C,What impedance does a 1/8-wavelength transmission line present to an RF generator when the line is shorted at the far end?,A capacitive reactance,The same as the characteristic impedance of the line,An inductive reactance,Zero
G1B03,A,Which of the following is a purpose of a beacon station as identified in the FCC rules?,Observation of propagation and reception,Automatic identification of repeaters,Transmission of bulletins of general interest to amateur radio licensees,All these choices are correct
E6B04,A,What type of semiconductor device is designed for use as a voltage-controlled capacitor?,Varactor diode,Tunnel diode,Silicon-controlled rectifier,Zener diode
G5C06,A,What is the voltage output of a transformer with a 500-turn primary and a 1500-turn secondary when 120 VAC is applied to the primary?,360 volts,120 volts,40 volts,25.5 volts
T8C07,D,What is Voice Over Internet Protocol (VoIP)?,A set of rules specifying how to identify your station when linked over the internet to another station,A technique employed to “spot” DX stations via the internet,A technique for measuring the modulation quality of a transmitter using remote sites monitored via the internet,A method of delivering voice communications over the internet using digital techniques
G8C05,A,"In an ARQ mode, what is meant by a NAK response to a transmitted packet?",Request retransmission of the packet,Packet was received without error,Receiving station connected and ready for transmissions,Entire file received correctly
E6A02,A,Which of the following semiconductor materials contains excess free electrons?,N-type,P-type,Bipolar,Insulated gate
G9D04,A,What is the primary function of antenna traps?,To enable multiband operation,To notch spurious frequencies,To provide balanced feed point impedance,To prevent out-of-band operation
E5D02,B,Why is it important to keep lead lengths short for components used in circuits for VHF and above?,To increase the thermal time constant,To minimize inductive reactance,To maintain component lifetime,All these choices are correct
G8A11,A,What is the modulation envelope of an AM signal?,The waveform created by connecting the peak values of the modulated signal,The carrier frequency that contains the signal,Spurious signals that envelop nearby frequencies,The bandwidth of the modulated signal
G4B10,A,Which of the following can be determined with a directional wattmeter?,Standing wave ratio,Antenna front-to-back ratio,RF interference,Radio wave propagation
T5A07,B,Why are metals generally good conductors of electricity?,They have relatively high density,They have many free electrons,They have many free protons,They have relatively high Young’s modulus values
G3B04,A,Which of the following is a way to determine current propagation on a desired band from your station?,Use a network of automated receiving stations on the internet to see where your transmissions are being received,Check the A-index,Send a series of dots and listen for echoes,All these choices are correct
T1C11,D,"If your license has expired and is still within the allowable grace period, may you continue to transmit on the amateur radio bands?","Yes, for up to two years","Yes, as soon as you apply for renewal","Yes, for up to one year","No, you must wait until the license has been renewed"
E0A05,B,What hazard is created by operating at microwave frequencies?,Microwaves are ionizing radiation,The high gain antennas commonly used can result in high exposure levels,Microwaves are in the frequency range where wave velocity is higher,The extremely high frequency energy can damage the joints of antenna structures
E1F02,C,What privileges are authorized in the US to persons holding an amateur service license granted by the government of Canada?,"None, they must obtain a US license","Full privileges of the General class license on the 80-, 40-, 20-, 15-, and 10-meter bands","The operating terms and conditions of the Canadian amateur service license, not to exceed US Amateur Extra class license privileges","Full privileges, up to and including those of the Amateur Extra class license, on the 80-, 40-, 20-, 15-, and 10-meter bands"
T1B05,D,Which of the following bands include frequencies where Technicians are authorized to use digital modes such as FT8?,10 meters,6 meters,2 meters,All these choices are correct
E3A01,D,What is the approximate maximum separation measured along the surface of the Earth between two stations communicating by EME?,"2,000 miles, if the moon is at perigee","2,000 miles, if the moon is at apogee","5,000 miles, if the moon is at perigee","12,000 miles, if the moon is “visible” by both stations"
G8B11,C,What combination of a mixer’s Local Oscillator (LO) and RF input frequencies is found in the output?,The ratio,The average,The sum and difference,The arithmetic product
