G2D07,D,Which of the following are examples of the NATO Phonetic Alphabet?,"A. Able, Baker, Charlie, Dog","B. Adam, Boy, Charles, David","C. America, Boston, Canada, Denmark","D. Alpha, Bravo, Charlie, Delta"
G4B07,B,What signals are used to conduct a two-tone test?,A. Two audio signals of the same frequency shifted 90 degrees,B. Two non-harmonically related audio signals,C. Two swept frequency tones,D. Two audio frequency range square wave signals of equal amplitude
G7A07,A,What is the output waveform of an unfiltered full-wave rectifier connected to a resistive load?,A. A series of DC pulses at twice the frequency of the AC input,B. A series of DC pulses at the same frequency as the AC input,C. A sine wave at half the frequency of the AC input,D. A steady DC voltage
G2A03,A,Which mode is most commonly used for SSB voice communications in the VHF and UHF bands?,A. Upper sideband,B. Lower sideband,C. Suppressed sideband,D. Double sideband
G5C03,A,"What is the total resistance of a 10-, a 20-, and a 50-ohm resistor connected in parallel?",A. 5.9 ohms,B. 0.17 ohms,C. 17 ohms,D. 80 ohms
G4B06,C,What is an advantage of a digital multimeter as compared to an analog multimeter?,A. Better for measuring computer circuits,B. Less prone to overload,C. Higher precision,D. Faster response
G4D06,A,How much change in signal strength is typically represented by one S unit?,A. 6 dB,B. 12 dB,C. 15 dB,D. 18 dB
G9B10,D,What is the approximate length for a 1/2 wave dipole antenna cut for 14.250 MHz?,A. 8 feet,B. 16 feet,C. 24 feet,D. 33 feet
G1D04,A,Who must observe the administration of a Technician class license examination?,A. At least three Volunteer Examiners of General class or higher,B. At least two Volunteer Examiners of General class or higher,C. At least two Volunteer Examiners of Technician class or higher,D. At least three Volunteer Examiners of Technician class
G5A07,D,What is the term for the inverse of impedance?,A. Conductance,B. Susceptance,C. Reluctance,D. Admittance
G4A10,B,What is the function of an electronic keyer?,A. Automatic transmit/receive switching,B. Automatic generation of dots and dashes for CW operation,C. To allow time for switching the antenna from the receiver to the transmitter,D. Computer interface for PSK and RTTY operation
G8C07,B,Which of the following narrow-band digital modes can receive signals with very low signal-to-noise ratios?,A. MSK144,B. FT8,C. AMTOR,D. MFSK32
G9D09,A,What is the primary use of a Beverage antenna?,A. Directional receiving for MF and low HF bands,B. Directional transmitting for low HF bands,C. Portable direction finding at higher HF frequencies,D. Portable direction finding at lower HF frequencies
G5B11,B,What is the ratio of PEP to average power for an unmodulated carrier?,A. 0.707,B. 1.00,C. 1.414,D. 2.00
G3C09,B,What type of propagation allows signals to be heard in the transmitting station’s skip zone?,A. Faraday rotation,B. Scatter,C. Chordal hop,D. Short-path
G9D07,A,Which of the following describes a log-periodic antenna?,A. Element length and spacing vary logarithmically along the boom,B. Impedance varies periodically as a function of frequency,C. Gain varies logarithmically as a function of frequency,D. SWR varies periodically as a function of boom length
G6A08,D,Which of the following is characteristic of low voltage ceramic capacitors?,A. Tight tolerance,B. High stability,C. High capacitance for given volume,D. Comparatively low cost
G4D10,A,How close to the lower edge of a band’s phone segment should your displayed carrier frequency be when using 3 kHz wide LSB?,A. At least 3 kHz above the edge of the segment,B. At least 3 kHz below the edge of the segment,C. At least 1 kHz below the edge of the segment,D. At least 1 kHz above the edge of the segment
G5C01,C,What causes a voltage to appear across the secondary winding of a transformer when an AC voltage source is connected across its primary winding?,A. Capacitive coupling,B. Displacement current coupling,C. Mutual inductance,D. Mutual capacitance
G3A04,D,Which of the following are the least reliable bands for long-distance communications during periods of low solar activity?,A. 80 meters and 160 meters,B. 60 meters and 40 meters,C. 30 meters and 20 meters,"D. 15 meters, 12 meters, and 10 meters"
G3C08,A,Why are HF scatter signals in the skip zone usually weak?,A. Only a small part of the signal energy is scattered into the skip zone,"B. Signals are scattered from the magnetosphere, which is not a good reflector","C. Propagation is via ground waves, which absorb most of the signal energy","D. Propagation is via ducts in the F region, which absorb most of the energy"
G2A09,D,"Why do most amateur stations use lower sideband on the 160-, 75-, and 40-meter bands?",A. Lower sideband is more efficient than upper sideband at these frequencies,B. Lower sideband is the only sideband legal on these frequency bands,C. Because it is fully compatible with an AM detector,D. It is commonly accepted amateur practice
G2D10,B,What is QRP operation?,A. Remote piloted model control,B. Low-power transmit operation,C. Transmission using Quick Response Protocol,D. Traffic relay procedure net operation
G7C14,A,The bandwidth of a band-pass filter is measured between what two frequencies?,A. Upper and lower half-power,B. Cutoff and rolloff,C. Pole and zero,D. Image and harmonic
G2A02,B,"Which mode is most commonly used for voice communications on the 160-, 75-, and 40-meter bands?",A. Upper sideband,B. Lower sideband,C. Suppressed sideband,D. Double sideband
G1C11,D,What measurement is specified by FCC rules that regulate maximum power?,A. RMS output from the transmitter,B. RMS input to the antenna,C. PEP input to the antenna,D. PEP output from the transmitter
G8B13,C,Which of the following is an odd-order intermodulation product of frequencies F1 and F2?,A. 5F1-3F2,B. 3F1-F2,C. 2F1-F2,D. All these choices are correct
G7C10,B,What is an advantage of using I-Q modulation with software-defined radios (SDRs)?,A. The need for high resolution analog-to-digital converters is eliminated,B. All types of modulation can be created with appropriate processing,C. Minimum detectible signal level is reduced,D. Automatic conversion of the signal from digital to analog
G9A02,B,What is the relationship between high standing wave ratio (SWR) and transmission line loss?,A. There is no relationship between transmission line loss and SWR,B. High SWR increases loss in a lossy transmission line,C. High SWR makes it difficult to measure transmission line loss,D. High SWR reduces the relative effect of transmission line loss
G8B03,A,What is another term for the mixing of two RF signals?,A. Heterodyning,B. Synthesizing,C. Frequency inversion,D. Phase inversion
G4A11,B,Why should the ALC system be inactive when transmitting AFSK data signals?,A. ALC will invert the modulation of the AFSK mode,B. The ALC action distorts the signal,"C. When using digital modes, too much ALC activity can cause the transmitter to overheat",D. All these choices are correct
G9C02,B,What is the approximate length of the driven element of a Yagi antenna?,A. 1/4 wavelength,B. 1/2 wavelength,C. 3/4 wavelength,D. 1 wavelength
G9D01,A,Which of the following antenna types will be most effective as a near vertical incidence skywave (NVIS) antenna for short-skip communications on 40 meters during the day?,A. A horizontal dipole placed between 1/10 and 1/4 wavelength above the ground,B. A vertical antenna placed between 1/4 and 1/2 wavelength above the ground,C. A horizontal dipole placed at approximately 1/2 wavelength above the ground,D. A vertical dipole placed at approximately 1/2 wavelength above the ground
G1C08,D,What is the maximum symbol rate permitted for RTTY or data emission transmitted at frequencies below 28 MHz?,A. 56 kilobaud,B. 19.6 kilobaud,C. 1200 baud,D. 300 baud
G9B06,C,Where should the radial wires of a ground-mounted vertical antenna system be placed?,A. As high as possible above the ground,B. Parallel to the antenna element,C. On the surface or buried a few inches below the ground,D. At the center of the antenna
G1E04,D,Which of the following conditions require a licensed amateur radio operator to take specific steps to avoid harmful interference to other users or facilities?,A. When operating within one mile of an FCC Monitoring Station,B. When using a band where the Amateur Service is secondary,C. When a station is transmitting spread spectrum emissions,D. All these choices are correct
G4D07,C,How much must the power output of a transmitter be raised to change the S meter reading on a distant receiver from S8 to S9?,A. Approximately 1.5 times,B. Approximately 2 times,C. Approximately 4 times,D. Approximately 8 times
G6A11,C,What happens when an inductor is operated above its self-resonant frequency?,A. Its reactance increases,B. Harmonics are generated,C. It becomes capacitive,D. Catastrophic failure is likely
G4E01,C,What is the purpose of a capacitance hat on a mobile antenna?,A. To increase the power handling capacity of a whip antenna,B. To reduce radiation resistance,C. To electrically lengthen a physically short antenna,D. To lower the radiation angle
G1A05,A,On which of the following frequencies are General class licensees prohibited from operating as control operator?,A. 7.125 MHz to 7.175 MHz,B. 28.000 MHz to 28.025 MHz,C. 21.275 MHz to 21.300 MHz,D. All of the above
G8B08,B,Why is it important to know the duty cycle of the mode you are using when transmitting?,A. To aid in tuning your transmitter,B. Some modes have high duty cycles that could exceed the transmitter’s average power rating,C. To allow time for the other station to break in during a transmission,D. To prevent overmodulation
G7A06,D,What portion of the AC cycle is converted to DC by a full-wave rectifier?,A. 90 degrees,B. 180 degrees,C. 270 degrees,D. 360 degrees
G1E07,D,In what part of the 2.4 GHz band may an amateur station communicate with non-licensed Wi-Fi stations?,A. Anywhere in the band,B. Channels 1 through 4,C. Channels 42 through 45,D. No part
G5A09,B,What unit is used to measure reactance?,A. Farad,B. Ohm,C. Ampere,D. Siemens
G8C05,A,"In an ARQ mode, what is meant by a NAK response to a transmitted packet?",A. Request retransmission of the packet,B. Packet was received without error,C. Receiving station connected and ready for transmissions,D. Entire file received correctly
G1C01,A,What is the maximum transmitter power an amateur station may use on 10.140 MHz?,A. 200 watts PEP output,B. 1000 watts PEP output,C. 1500 watts PEP output,D. 2000 watts PEP output
G8C02,A,Which digital mode is used as a low-power beacon for assessing HF propagation?,A. WSPR,B. MFSK16,C. PSK31,D. SSB-SC
G8B11,C,What combination of a mixer’s Local Oscillator (LO) and RF input frequencies is found in the output?,A. The ratio,B. The average,C. The sum and difference,D. The arithmetic product
G8A02,B,What is the name of the process that changes the phase angle of an RF signal to convey information?,A. Phase convolution,B. Phase modulation,C. Phase transformation,D. Phase inversion
G3B03,A,Which frequency will have the least attenuation for long-distance skip propagation?,A. Just below the MUF,B. Just above the LUF,C. Just below the critical frequency,D. Just above the critical frequency
G8A03,D,What is the name of the process that changes the instantaneous frequency of an RF wave to convey information?,A. Frequency convolution,B. Frequency transformation,C. Frequency conversion,D. Frequency modulation
G9D04,A,What is the primary function of antenna traps?,A. To enable multiband operation,B. To notch spurious frequencies,C. To provide balanced feed point impedance,D. To prevent out-of-band operation
G7B02,D,Which of these classes of amplifiers has the highest efficiency?,A. Class A,B. Class B,C. Class AB,D. Class C
G7A02,C,Which of the following components are used in a power supply filter network?,A. Diodes,B. Transformers and transducers,C. Capacitors and inductors,D. All these choices are correct
G2C06,D,What does the term “zero beat” mean in CW operation?,A. Matching the speed of the transmitting station,B. Operating split to avoid interference on frequency,C. Sending without error,D. Matching the transmit frequency to the frequency of a received signal
G1C06,D,What is the limit for transmitter power on the 1.8 MHz band?,A. 200 watts PEP output,B. 1000 watts PEP output,C. 1200 watts PEP output,D. 1500 watts PEP output
G1E06,C,The frequency allocations of which ITU region apply to radio amateurs operating in North and South America?,A. Region 4,B. Region 3,C. Region 2,D. Region 1
G9D08,B,How does a “screwdriver” mobile antenna adjust its feed point impedance?,A. By varying its body capacitance,B. By varying the base loading inductance,C. By extending and retracting the whip,D. By deploying a capacitance hat
G4E03,A,"Which of the following direct, fused power connections would be the best for a 100-watt HF mobile installation?",A. To the battery using heavy-gauge wire,B. To the alternator or generator using heavy-gauge wire,C. To the battery using insulated heavy duty balanced transmission line,D. To the alternator or generator using insulated heavy duty balanced transmission line
G1C03,A,What is the maximum bandwidth permitted by FCC rules for amateur radio stations transmitting on USB frequencies in the 60-meter band?,A. 2.8 kHz,B. 5.6 kHz,C. 1.8 kHz,D. 3 kHz
G3C10,B,What is near vertical incidence skywave (NVIS) propagation?,A. Propagation near the MUF,B. Short distance MF or HF propagation at high elevation angles,C. Long path HF propagation at sunrise and sunset,D. Double hop propagation near the LUF
G7C02,D,What output is produced by a balanced modulator?,A. Frequency modulated RF,B. Audio with equalized frequency response,C. Audio extracted from the modulation signal,D. Double-sideband modulated RF
G2A12,B,What control is typically adjusted for proper ALC setting on a single sideband transceiver?,A. RF clipping level,B. Transmit audio or microphone gain,C. Antenna inductance or capacitance,D. Attenuator level
G2C08,C,What prosign is sent to indicate the end of a formal message when using CW?,A. SK,B. BK,C. AR,D. KN
G3B07,A,What does LUF stand for?,A. The Lowest Usable Frequency for communications between two specific points,B. Lowest Usable Frequency for communications to any point outside a 100-mile radius,C. The Lowest Usable Frequency during a 24-hour period,D. Lowest Usable Frequency during the past 60 minutes
G7A01,B,What is the function of a power supply bleeder resistor?,A. It acts as a fuse for excess voltage,B. It discharges the filter capacitors when power is removed,C. It removes shock hazards from the induction coils,D. It eliminates ground loop current
G7C09,B,What is the phase difference between the I and Q RF signals that software-defined radio (SDR) equipment uses for modulation and demodulation?,A. Zero,B. 90 degrees,C. 180 degrees,D. 45 degrees
G4C08,A,Which of the following would reduce RF interference caused by common-mode current on an audio cable?,A. Place a ferrite choke on the cable,B. Connect the center conductor to the shield of all cables to short circuit the RFI signal,C. Ground the center conductor of the audio cable causing the interference,D. Add an additional insulating jacket to the cable
G3A14,B,How is long distance radio communication usually affected by the charged particles that reach Earth from solar coronal holes?,A. HF communication is improved,B. HF communication is disturbed,C. VHF/UHF ducting is improved,D. VHF/UHF ducting is disturbed
G2E12,D,Which of the following describes Winlink?,A. An amateur radio wireless network to send and receive email on the internet,B. A form of Packet Radio,C. A wireless network capable of both VHF and HF band operation,D. All of the above
G9C09,B,"In free space, how does the gain of two three-element, horizontally polarized Yagi antennas spaced vertically 1/2 wavelength apart typically compare to the gain of a single three-element Yagi?",A. Approximately 1.5 dB higher,B. Approximately 3 dB higher,C. Approximately 6 dB higher,D. Approximately 9 dB higher
G1D09,C,How long is a Certificate of Successful Completion of Examination (CSCE) valid for exam element credit?,A. 30 days,B. 180 days,C. 365 days,D. For as long as your current license is valid
G1C07,C,What must be done before using a new digital protocol on the air?,A. Type-certify equipment to FCC standards,B. Obtain an experimental license from the FCC,C. Publicly document the technical characteristics of the protocol,D. Submit a rule-making proposal to the FCC describing the codes and methods of the technique
G7C12,C,What is the frequency above which a low-pass filter’s output power is less than half the input power?,A. Notch frequency,B. Neper frequency,C. Cutoff frequency,D. Rolloff frequency
G2E07,B,Which of the following is required when using FT8?,A. A special hardware modem,B. Computer time accurate to within approximately 1 second,C. Receiver attenuator set to -12 dB,D. A vertically polarized antenna
G0B10,A,Which of the following is a danger from lead-tin solder?,A. Lead can contaminate food if hands are not washed carefully after handling the solder,B. High voltages can cause lead-tin solder to disintegrate suddenly,"C. Tin in the solder can “cold flow,” causing shorts in the circuit",D. RF energy can convert the lead into a poisonous gas
G4C06,C,What is a possible effect of a resonant ground connection?,A. Overheating of ground straps,B. Corrosion of the ground rod,C. High RF voltages on the enclosures of station equipment,D. A ground loop
G4D02,B,How does a speech processor affect a single sideband phone signal?,A. It increases peak power,B. It increases average power,C. It reduces harmonic distortion,D. It reduces intermodulation distortion
G8B02,B,What is the term for interference from a signal at twice the IF frequency from the desired signal?,A. Quadrature response,B. Image response,C. Mixer interference,D. Intermediate interference
G5B09,B,What is the RMS voltage of a sine wave with a value of 17 volts peak?,A. 8.5 volts,B. 12 volts,C. 24 volts,D. 34 volts
G8A01,B,How is direct binary FSK modulation generated?,A. By keying an FM transmitter with a sub-audible tone,B. By changing an oscillator’s frequency directly with a digital control signal,C. By using a transceiver’s computer data interface protocol to change frequencies,D. By reconfiguring the CW keying input to act as a tone generator
G3A06,D,What is a geomagnetic storm?,A. A sudden drop in the solar flux index,B. A thunderstorm that affects radio propagation,C. Ripples in the geomagnetic force,D. A temporary disturbance in Earth’s geomagnetic field
G8A10,C,"What is meant by the term “flat-topping,” when referring to an amplitude-modulated phone signal?",A. Signal distortion caused by insufficient collector current,B. The transmitter’s automatic level control (ALC) is properly adjusted,C. Signal distortion caused by excessive drive or speech levels,D. The transmitter’s carrier is properly suppressed
G1C05,C,What is the limit for transmitter power on the 28 MHz band for a General Class control operator?,A. 100 watts PEP output,B. 1000 watts PEP output,C. 1500 watts PEP output,D. 2000 watts PEP output
G2A05,C,Which mode of voice communication is most commonly used on the HF amateur bands?,A. Frequency modulation,B. Double sideband,C. Single sideband,D. Single phase modulation
G5B02,C,How does the total current relate to the individual currents in a circuit of parallel resistors?,A. It equals the average of the branch currents,B. It decreases as more parallel branches are added to the circuit,C. It equals the sum of the currents through each branch,D. It is the sum of the reciprocal of each individual voltage drop
G8B07,B,"What is the frequency deviation for a 12.21 MHz reactance modulated oscillator in a 5 kHz deviation, 146.52 MHz FM phone transmitter?",A. 101.75 Hz,B. 416.7 Hz,C. 5 kHz,D. 60 kHz
G6B06,D,What kind of device is an integrated circuit operational amplifier?,A. Digital,B. MMIC,C. Programmable Logic,D. Analog
G2D02,D,Which of the following are objectives of the Volunteer Monitor Program?,A. To conduct efficient and orderly amateur licensing examinations,B. To provide emergency and public safety communications,C. To coordinate repeaters for efficient and orderly spectrum usage,D. To encourage amateur radio operators to self-regulate and comply with the rules
G0B03,D,Which size of fuse or circuit breaker would be appropriate to use with a circuit that uses AWG number 14 wiring?,A. 30 amperes,B. 25 amperes,C. 20 amperes,D. 15 amperes
G1A02,B,On which of the following bands is phone operation prohibited?,A. 160 meters,B. 30 meters,C. 17 meters,D. 12 meters
G6B03,A,Which of the following is an advantage of CMOS integrated circuits compared to TTL integrated circuits?,A. Low power consumption,B. High power handling capability,C. Better suited for RF amplification,D. Better suited for power supply regulation
G6A01,C,What is the minimum allowable discharge voltage for maximum life of a standard 12-volt lead-acid battery?,A. 6 volts,B. 8.5 volts,C. 10.5 volts,D. 12 volts
G1C09,C,What is the maximum power limit on the 60-meter band?,A. 1500 watts PEP,B. 10 watts RMS,C. ERP of 100 watts PEP with respect to a dipole,D. ERP of 100 watts PEP with respect to an isotropic antenna
G9D06,A,Which of the following is an advantage of a log-periodic antenna?,A. Wide bandwidth,B. Higher gain per element than a Yagi antenna,C. Harmonic suppression,D. Polarization diversity
G3C03,C,Why is skip propagation via the F2 region longer than that via the other ionospheric regions?,A. Because it is the densest,B. Because of the Doppler effect,C. Because it is the highest,D. Because of temperature inversions
G4C04,A,What sound is heard from an audio device experiencing RF interference from a CW transmitter?,A. On-and-off humming or clicking,B. A CW signal at a nearly pure audio frequency,C. A chirpy CW signal,D. Severely distorted audio
G6B01,C,What determines the performance of a ferrite core at different frequencies?,A. Its conductivity,B. Its thickness,"C. The composition, or “mix,” of materials used",D. The ratio of outer diameter to inner diameter
G8B12,A,What process combines two signals in a non-linear circuit to produce unwanted spurious outputs?,A. Intermodulation,B. Heterodyning,C. Detection,D. Rolloff
G2E04,D,Which of the following is good practice when choosing a transmitting frequency to answer a station calling CQ using FT8?,A. Always call on the station’s frequency,B. Call on any frequency in the waterfall except the station’s frequency,C. Find a clear frequency during the same time slot as the calling station,D. Find a clear frequency during the alternate time slot to the calling station
G5C10,C,What is the inductance of three 10-millihenry inductors connected in parallel?,A. 0.30 henries,B. 3.3 henries,C. 3.3 millihenries,D. 30 millihenries
G8A09,A,What type of modulation is used by FT8?,A. 8-tone frequency shift keying,B. Vestigial sideband,C. Amplitude compressed AM,D. 8-bit direct sequence spread spectrum
G8C16,D,Which of the following provide digital voice modes?,"A. WSPR, MFSK16, and EasyPAL","B. FT8, FT4, and FST4","C. Winlink, PACTOR II, and PACTOR III","D. DMR, D-STAR, and SystemFusion"
G4B03,A,Which of the following is the best instrument to use for checking the keying waveform of a CW transmitter?,A. An oscilloscope,B. A field strength meter,C. A sidetone monitor,D. A wavemeter
G5B13,B,What is the output PEP of an unmodulated carrier if the average power is 1060 watts?,A. 530 watts,B. 1060 watts,C. 1500 watts,D. 2120 watts
G1E08,B,What is the maximum PEP output allowed for spread spectrum transmissions?,A. 100 milliwatts,B. 10 watts,C. 100 watts,D. 1500 watts
G3B01,D,What is a characteristic of skywave signals arriving at your location by both short-path and long-path propagation?,A. Periodic fading approximately every 10 seconds,B. Signal strength increased by 3 dB,C. The signal might be cancelled causing severe attenuation,D. A slightly delayed echo might be heard
G0B08,B,What should be done before climbing a tower that supports electrically powered devices?,A. Notify the electric company that a person will be working on the tower,B. Make sure all circuits that supply power to the tower are locked out and tagged,C. Unground the base of the tower,D. All these choices are correct
G8B10,B,What is the relationship between transmitted symbol rate and bandwidth?,A. Symbol rate and bandwidth are not related,B. Higher symbol rates require wider bandwidth,C. Lower symbol rates require wider bandwidth,D. Bandwidth is half the symbol rate
G8C08,B,Which of the following statements is true about PSK31?,A. Upper case letters are sent with more power,B. Upper case letters use longer Varicode bit sequences and thus slow down transmission,C. Error correction is used to ensure accurate message reception,D. Higher power is needed as compared to RTTY for similar error rates
G9C07,C,What does “front-to-back ratio” mean in reference to a Yagi antenna?,A. The number of directors versus the number of reflectors,B. The relative position of the driven element with respect to the reflectors and directors,C. The power radiated in the major lobe compared to that in the opposite direction,D. The ratio of forward gain to dipole gain
G7C06,A,Which of the following is an advantage of a digital signal processing (DSP) filter compared to an analog filter?,A. A wide range of filter bandwidths and shapes can be created,B. Fewer digital components are required,C. Mixing products are greatly reduced,D. The DSP filter is much more effective at VHF frequencies
G6A12,A,What is the primary purpose of a screen grid in a vacuum tube?,A. To reduce grid-to-plate capacitance,B. To increase efficiency,C. To increase the control grid resistance,D. To decrease plate resistance
G4E04,B,Why should DC power for a 100-watt HF transceiver not be supplied by a vehicle’s auxiliary power socket?,A. The socket is not wired with an RF-shielded power cable,B. The socket’s wiring may be inadequate for the current drawn by the transceiver,C. The DC polarity of the socket is reversed from the polarity of modern HF transceivers,D. Drawing more than 50 watts from this socket could cause the engine to overheat
G9A08,B,"If the SWR on an antenna feed line is 5:1, and a matching network at the transmitter end of the feed line is adjusted to present a 1:1 SWR to the transmitter, what is the resulting SWR on the feed line?",A. 1:1,B. 5:1,C. Between 1:1 and 5:1 depending on the characteristic impedance of the line,D. Between 1:1 and 5:1 depending on the reflected power at the transmitter
G8C09,B,Which is true of mesh network microwave nodes?,A. Having more nodes increases signal strengths,"B. If one node fails, a packet may still reach its target station via an alternate node",C. Links between two nodes in a network may have different frequencies and bandwidths,D. More nodes reduce overall microwave out of band interference
G4D09,B,What frequency range is occupied by a 3 kHz USB signal with the displayed carrier frequency set to 14.347 MHz?,A. 14.347 MHz to 14.647 MHz,B. 14.347 MHz to 14.350 MHz,C. 14.344 MHz to 14.347 MHz,D. 14.3455 MHz to 14.3485 MHz
G5C12,B,What is the capacitance of a 20-microfarad capacitor connected in series with a 50-microfarad capacitor?,A. 0.07 microfarads,B. 14.3 microfarads,C. 70 microfarads,"D. 1,000 microfarads"
G2B09,A,Who may be the control operator of an amateur station transmitting in RACES to assist relief operations during a disaster?,A. Only a person holding an FCC-issued amateur operator license,B. Only a RACES net control operator,C. A person holding an FCC-issued amateur operator license or an appropriate government official,D. Any control operator when normal communication systems are operational
G2B04,B,"When selecting a CW transmitting frequency, what minimum separation from other stations should be used to minimize interference to stations on adjacent frequencies?",A. 5 Hz to 50 Hz,B. 150 Hz to 500 Hz,C. 1 kHz to 3 kHz,D. 3 kHz to 6 kHz
G9B12,A,What is the approximate length for a 1/4 wave monopole antenna cut for 28.5 MHz?,A. 8 feet,B. 11 feet,C. 16 feet,D. 21 feet
G4A05,C,Why is automatic level control (ALC) used with an RF power amplifier?,A. To balance the transmitter audio frequency response,B. To reduce harmonic radiation,C. To prevent excessive drive,D. To increase overall efficiency
G3C06,B,What is a characteristic of HF scatter?,A. Phone signals have high intelligibility,B. Signals have a fluttering sound,"C. There are very large, sudden swings in signal strength",D. Scatter propagation occurs only at night
G3A07,D,At what point in the solar cycle does the 20-meter band usually support worldwide propagation during daylight hours?,A. At the summer solstice,B. Only at the maximum point,C. Only at the minimum point,D. At any point
G9A11,A,What is the effect of transmission line loss on SWR measured at the input to the line?,A. Higher loss reduces SWR measured at the input to the line,B. Higher loss increases SWR measured at the input to the line,C. Higher loss increases the accuracy of SWR measured at the input to the line,D. Transmission line loss does not affect the SWR measurement
G6A03,B,What is the approximate forward threshold voltage of a germanium diode?,A. 0.1 volt,B. 0.3 volts,C. 0.7 volts,D. 1.0 volts
G1B11,A,"Who or what determines “good engineering and good amateur practice,” as applied to the operation of an amateur station in all respects not covered by the Part 97 rules?",A. The FCC,B. The control operator,C. The IEEE,D. The ITU
G6B04,C,What is a typical upper frequency limit for low SWR operation of 50-ohm BNC connectors?,A. 50 MHz,B. 500 MHz,C. 4 GHz,D. 40 GHz
G4E08,A,In what configuration are the individual cells in a solar panel connected together?,A. Series-parallel,B. Shunt,C. Bypass,D. Full-wave bridge
G4C09,D,How can the effects of ground loops be minimized?,A. Connect all ground conductors in series,B. Connect the AC neutral conductor to the ground wire,C. Avoid using lock washers and star washers when making ground connections,D. Bond equipment enclosures together
G5A02,B,What is reactance?,A. Opposition to the flow of direct current caused by resistance,B. Opposition to the flow of alternating current caused by capacitance or inductance,C. Reinforcement of the flow of direct current caused by resistance,D. Reinforcement of the flow of alternating current caused by capacitance or inductance
G8A07,A,Which of the following phone emissions uses the narrowest bandwidth?,A. Single sideband,B. Vestigial sideband,C. Phase modulation,D. Frequency modulation
G2E10,D,Which of the following is a way to establish contact with a digital messaging system gateway station?,A. Send an email to the system control operator,B. Send QRL in Morse code,C. Respond when the station broadcasts its SSID,D. Transmit a connect message on the station’s published frequency
G2E11,C,What is the primary purpose of an Amateur Radio Emergency Data Network (AREDN) mesh network?,A. To provide FM repeater coverage in remote areas,B. To provide real time propagation data by monitoring amateur radio transmissions worldwide,C. To provide high-speed data services during an emergency or community event,D. To provide DX spotting reports to aid contesters and DXers
G7C08,D,Which parameter affects receiver sensitivity?,A. Input amplifier gain,B. Demodulator stage bandwidth,C. Input amplifier noise figure,D. All these choices are correct
G5C13,C,Which of the following components should be added to a capacitor to increase the capacitance?,A. An inductor in series,B. An inductor in parallel,C. A capacitor in parallel,D. A capacitor in series
G9D02,D,What is the feed point impedance of an end-fed half-wave antenna?,A. Very low,B. Approximately 50 ohms,C. Approximately 300 ohms,D. Very high
G7B03,B,Which of the following describes the function of a two-input AND gate?,A. Output is high when either or both inputs are low,B. Output is high only when both inputs are high,C. Output is low when either or both inputs are high,D. Output is low only when both inputs are high
G1A08,B,Which HF bands have segments exclusively allocated to Amateur Extra licensees?,A. All HF bands,"B. 80 meters, 40 meters, 20 meters, and 15 meters",C. All HF bands except 160 meters and 10 meters,"D. 60 meters, 30 meters, 17 meters, and 12 meters"
G5A12,D,What occurs in an LC circuit at resonance?,A. Current and voltage are equal,B. Resistance is cancelled,C. The circuit radiates all its energy in the form of radio waves,D. Inductive reactance and capacitive reactance cancel
G7B09,C,What determines the frequency of an LC oscillator?,A. The number of stages in the counter,B. The number of stages in the divider,C. The inductance and capacitance in the tank circuit,D. The time delay of the lag circuit
G4D04,C,What does an S meter measure?,A. Carrier suppression,B. Impedance,C. Received signal strength,D. Transmitter power output
G7A04,A,What is characteristic of a half-wave rectifier in a power supply?,A. Only one diode is required,B. The ripple frequency is twice that of a full-wave rectifier,C. More current can be drawn from the half-wave rectifier,D. The output voltage is two times the peak input voltage
G5C06,A,What is the voltage output of a transformer with a 500-turn primary and a 1500-turn secondary when 120 VAC is applied to the primary?,A. 360 volts,B. 120 volts,C. 40 volts,D. 25.5 volts
G1D07,C,Volunteer Examiners are accredited by what organization?,A. The Federal Communications Commission,B. The Universal Licensing System,C. A Volunteer Examiner Coordinator,D. The Wireless Telecommunications Bureau
G7B07,D,Which of the following are basic components of a sine wave oscillator?,A. An amplifier and a divider,B. A frequency multiplier and a mixer,C. A circulator and a filter operating in a feed-forward loop,D. A filter and an amplifier operating in a feedback loop
G8C10,C,How does forward error correction (FEC) allow the receiver to correct data errors?,A. By controlling transmitter output power for optimum signal strength,B. By using the Varicode character set,C. By transmitting redundant information with the data,D. By using a parity bit with each character
G7C03,B,What is one reason to use an impedance matching transformer at a transmitter output?,A. To minimize transmitter power output,B. To present the desired impedance to the transmitter and feed line,C. To reduce power supply ripple,D. To minimize radiation resistance
G2A07,B,Which of the following statements is true of single sideband (SSB)?,A. Only one sideband and the carrier are transmitted; the other sideband is suppressed,B. Only one sideband is transmitted; the other sideband and carrier are suppressed,"C. SSB is the only voice mode authorized on the 20-, 15-, and 10-meter amateur bands","D. SSB is the only voice mode authorized on the 160-, 75-, and 40-meter amateur bands"
G1A10,D,What portion of the 10-meter band is available for repeater use?,A. The entire band,B. The portion between 28.1 MHz and 28.2 MHz,C. The portion between 28.3 MHz and 28.5 MHz,D. The portion above 29.5 MHz
G7B06,A,What is a shift register?,A. A clocked array of circuits that passes data in steps along the array,B. An array of operational amplifiers used for tri-state arithmetic operations,C. A digital mixer,D. An analog mixer
G4B09,D,When is an analog multimeter preferred to a digital multimeter?,A. When testing logic circuits,B. When high precision is desired,C. When measuring the frequency of an oscillator,D. When adjusting circuits for maximum or minimum values
